hits,title,year,authors,key,ee,venue_category
888,Self-Supervised Surgical Tool Segmentation using Kinematic Information.,2019,Cristian da Costa Rocha & Nicolas Padoy & Benoit Rosa,conf/icra/RochaPR19,https://doi.org/10.1109/ICRA.2019.8794334,Robotics
889,Real-Time Dense Mapping for Self-Driving Vehicles using Fisheye Cameras.,2019,Zhaopeng Cui & Lionel Heng & Ye Chuan Yeo & Andreas Geiger 0001 & Marc Pollefeys & Torsten Sattler,conf/icra/CuiHYGPS19,https://doi.org/10.1109/ICRA.2019.8793884,Robotics
890,Self-Supervised Online Learning for Safety-Critical Control using Stereo Vision.,2022,Ryan K. Cosner & Ivan D. Jimenez Rodriguez & Tamás G. Molnár & Wyatt Ubellacker & Yisong Yue & Aaron D. Ames & Katherine L. Bouman,conf/icra/CosnerRMUYAB22,https://doi.org/10.1109/ICRA46639.2022.9812183,Robotics
891,Planning with adaptive dimensionality for mobile manipulation.,2012,Kalin Gochev & Alla Safonova & Maxim Likhachev,conf/icra/GochevSL12,https://doi.org/10.1109/ICRA.2012.6225228,Robotics
892,Real-time onboard visual-inertial state estimation and self-calibration of MAVs in unknown environments.,2012,Stephan Weiss 0002 & Markus Achtelik & Simon Lynen & Margarita Chli & Roland Siegwart,conf/icra/WeissALCS12,https://doi.org/10.1109/ICRA.2012.6225147,Robotics
893,Estimation and Adaption of Indoor Ego Airflow Disturbance with Application to Quadrotor Trajectory Planning.,2021,Luqi Wang & Boyu Zhou & Chuhao Liu & Shaojie Shen,conf/icra/WangZLS21,https://doi.org/10.1109/ICRA48506.2021.9561679,Robotics
894,An untethered miniature origami robot that self-folds; walks; swims; and degrades.,2015,Shuhei Miyashita & Steven Guitron & Marvin Ludersdorfer & Cynthia R. Sung & Daniela Rus,conf/icra/MiyashitaGLSR15,https://doi.org/10.1109/ICRA.2015.7139386,Robotics
895,On the role duality and switching in human-robot cooperation: An adaptive approach.,2015,Bryan Whitsell & Panagiotis K. Artemiadis,conf/icra/WhitsellA15,https://doi.org/10.1109/ICRA.2015.7139723,Robotics
896,Pinbot: A Walking Robot with Locking Pin Arrays for Passive Adaptability to Rough Terrains.,2020,Seonghoon Noh & Aaron M. Dollar,conf/icra/NohD20,https://doi.org/10.1109/ICRA40945.2020.9197342,Robotics
897,Efficient Self-Supervised Data Collection for Offline Robot Learning.,2021,Shadi Endrawis & Gal Leibovich & Guy Jacob & Gal Novik & Aviv Tamar,conf/icra/EndrawisLJNT21,https://doi.org/10.1109/ICRA48506.2021.9561097,Robotics
898,Adaptive image-based visual servoing of wheeled mobile robots with fixed camera configuration.,2014,Xinwu Liang & Hesheng Wang 0001 & Weidong Chen 0001,conf/icra/LiangWC14,https://doi.org/10.1109/ICRA.2014.6907773,Robotics
899,SiamX: An Efficient Long-term Tracker Using Cross-level Feature Correlation and Adaptive Tracking Scheme.,2022,Huajian Huang & Sai-Kit Yeung,conf/icra/HuangY22,https://doi.org/10.1109/ICRA46639.2022.9812327,Robotics
900,An Adaptive PID Autotuner for Multicopters with Experimental Results.,2022,John Spencer & Joonghyun Lee & Juan Augusto Paredes & Ankit Goel & Dennis S. Bernstein,conf/icra/SpencerLPGB22,https://doi.org/10.1109/ICRA46639.2022.9812065,Robotics
901,RGMP-ROS: A real-time ROS architecture of hybrid RTOS and GPOS on multi-core processor.,2014,Hongxing Wei & Zhen Huang & Qiang Yu & Miao Liu & Yong Guan & Jindong Tan,conf/icra/WeiHYLGT14,https://doi.org/10.1109/ICRA.2014.6907205,Robotics
902,Learning Face Recognition Unsupervisedly by Disentanglement and Self-Augmentation.,2020,Yi-Lun Lee & Min-Yuan Tseng & Yu-Cheng Luo & Dung-Ru Yu & Wei-Chen Chiu,conf/icra/LeeTLYC20,https://doi.org/10.1109/ICRA40945.2020.9197348,Robotics
903,Fast; compact; and lightweight shape-shifting system composed of distributed self-folding origami modules.,2016,Sa-Reum Kim & Dae-Young Lee & Je-Sung Koh & Kyu-Jin Cho,conf/icra/KimLKC16,https://doi.org/10.1109/ICRA.2016.7487704,Robotics
904,Hierarchical probabilistic regression for AUV-based adaptive sampling of marine phenomena.,2013,Jnaneshwar Das & Julio B. J. Harvey & Frederic Py & Harshvardhan Vathsangam & Rishi Graham & Kanna Rajan & Gaurav S. Sukhatme,conf/icra/DasHPVGRS13,https://doi.org/10.1109/ICRA.2013.6631377,Robotics
905,An hp-adaptative pseudospectral method for collision avoidance with multiple UAVs in real-time applications.,2014,Santiago Vera & Jose A. Cobano & Guillermo Heredia & Aníbal Ollero,conf/icra/VeraCHO14,https://doi.org/10.1109/ICRA.2014.6907549,Robotics
906,What My Motion tells me about Your Pose: A Self-Supervised Monocular 3D Vehicle Detector.,2021,Cédric Picron & Punarjay Chakravarty & Tom Roussel & Tinne Tuytelaars,conf/icra/PicronCRT21,https://doi.org/10.1109/ICRA48506.2021.9562086,Robotics
907,Adapting learned robotics behaviours through policy adjustment.,2017,Juan Camilo Gamboa Higuera & David Meger & Gregory Dudek,conf/icra/HigueraMD17,https://doi.org/10.1109/ICRA.2017.7989686,Robotics
908,Adaptive Variance for Changing Sparse-Reward Environments.,2019,Xingyu Lin & Pengsheng Guo & Carlos Florensa & David Held,conf/icra/LinGFH19,https://doi.org/10.1109/ICRA.2019.8793650,Robotics
909,Exploiting Playbacks in Unsupervised Domain Adaptation for 3D Object Detection in Self-Driving Cars.,2022,Yurong You & Carlos Andres Diaz-Ruiz & Yan Wang 0051 & Wei-Lun Chao & Bharath Hariharan & Mark E. Campbell & Kilian Q. Weinberger,conf/icra/YouD0CHCW22,https://doi.org/10.1109/ICRA46639.2022.9811722,Robotics
910,Adaptive Control of Sclera Force and Insertion Depth for Safe Robot-Assisted Retinal Surgery.,2019,Ali Ebrahimi & Niravkumar A. Patel & Changyan He & Peter Gehlbach & Marin Kobilarov & Iulian Iordachita,conf/icra/EbrahimiPHGKI19,https://doi.org/10.1109/ICRA.2019.8793658,Robotics
911,Human-robot physical interaction and collaboration using an industrial robot with a closed control architecture.,2013,Milad Geravand & Fabrizio Flacco & Alessandro De Luca 0001,conf/icra/GeravandF013,https://doi.org/10.1109/ICRA.2013.6631141,Robotics
912,ℒ1 adaptive control of parallel kinematic manipulators: Design and real-time experiments.,2015,Moussâb Bennehar & Ahmed Chemori & François Pierrot,conf/icra/BenneharCP15,https://doi.org/10.1109/ICRA.2015.7139400,Robotics
913,Catching the wave: A transparency oriented wave based teleoperation architecture.,2016,Cristian Secchi & Federica Ferraguti & Cesare Fantuzzi,conf/icra/SecchiFF16,https://doi.org/10.1109/ICRA.2016.7487393,Robotics
914,Safe and Efficient Model-free Adaptive Control via Bayesian Optimization.,2021,Christopher König & Matteo Turchetta & John Lygeros & Alisa Rupenyan & Andreas Krause 0001,conf/icra/KonigTLR021,https://doi.org/10.1109/ICRA48506.2021.9561349,Robotics
915,A unified representation for application of architectural constraints in large-scale mapping.,2016,Paul Amayo & Pedro Pinies & Lina María Paz & Paul Newman 0001,conf/icra/AmayoPP016,https://doi.org/10.1109/ICRA.2016.7487267,Robotics
916,DKNAS: A Practical Deep Keypoint Extraction Framework Based on Neural Architecture Search.,2022,Li Liu & Xing Cai & Ge Li 0002 & Thomas H. Li,conf/icra/LiuC0L22,https://doi.org/10.1109/ICRA46639.2022.9812101,Robotics
917,Online Adaptive Identification and Switching of Soft Contact Model Based on ART-II Method.,2022,Yi Liu & Di Wu & Fengtao Han & Jing Guo & Zhaoshui He & Chao Liu 0003,conf/icra/LiuWHGHL22,https://doi.org/10.1109/ICRA46639.2022.9811740,Robotics
918,Sensing via Collisions: a Smart Cage for Quadrotors with Applications to Self-Localization.,2021,Cheng Liu & Roberto Tron,conf/icra/LiuT21,https://doi.org/10.1109/ICRA48506.2021.9561896,Robotics
919,LAFFNet: A Lightweight Adaptive Feature Fusion Network for Underwater Image Enhancement.,2021,Hao-Hsiang Yang & Kuan-Chih Huang & Wei-Ting Chen,conf/icra/YangHC21,https://doi.org/10.1109/ICRA48506.2021.9561263,Robotics
920,Obstacle-aware Adaptive Informative Path Planning for UAV-based Target Search.,2019,Ajith Anil Meera & Marija Popovic & Alexander Millane & Roland Siegwart,conf/icra/MeeraPMS19,https://doi.org/10.1109/ICRA.2019.8794345,Robotics
921,Feasible and Adaptive Multimodal Trajectory Prediction with Semantic Maneuver Fusion.,2021,Hendrik Berkemeyer & Riccardo Franceschini & Tuan Tran & Lin Che & Gordon Pipa,conf/icra/BerkemeyerFTCP21,https://doi.org/10.1109/ICRA48506.2021.9561380,Robotics
922,Omni-Roach: A Legged Robot Capable of Traversing Multiple Types of Large Obstacles and Self-Righting.,2022,Jonathan Mi & Yaqing Wang & Chen Li 0017,conf/icra/MiWL22,https://doi.org/10.1109/ICRA46639.2022.9811372,Robotics
923,Self-stable one-legged hopping using a curved foot.,2014,Fabian Günther & Fabio Giardina & Fumiya Iida,conf/icra/GuntherGI14,https://doi.org/10.1109/ICRA.2014.6907612,Robotics
924,Path planning with force-based foothold adaptation and virtual model control for torque controlled quadruped robots.,2014,Alexander W. Winkler & Ioannis Havoutis & Stéphane Bazeille & Jesús Ortiz & Michele Focchi & Rüdiger Dillmann & Darwin G. Caldwell & Claudio Semini,conf/icra/WinklerHBOFDCS14,https://doi.org/10.1109/ICRA.2014.6907815,Robotics
925,Attitude-guided robust adaptive path following control for ducted fan UAV.,2014,Yanhe Zhu & Ge Li & Jie Zhao 0003 & HongZhe Jin,conf/icra/ZhuLZJ14,https://doi.org/10.1109/ICRA.2014.6906586,Robotics
926,Robust sound localization for various platform of robots using TDOA map adaptation.,2012,Guanghu Shen & Dohyung Hwang & Quang Nguyen & JongSuk Choi,conf/icra/ShenHNC12,https://doi.org/10.1109/ICRA.2012.6225292,Robotics
927,Self-Calibration of Mobile Manipulator Kinematic and Sensor Extrinsic Parameters Through Contact-Based Interaction.,2018,Oliver Limoyo & Trevor Ablett & Filip Maric & Luke Volpatti & Jonathan Kelly,conf/icra/LimoyoAMVK18,https://doi.org/10.1109/ICRA.2018.8460658,Robotics
928,Self-Supervised Sparse-to-Dense: Self-Supervised Depth Completion from LiDAR and Monocular Camera.,2019,Fangchang Ma & Guilherme Venturelli Cavalheiro & Sertac Karaman,conf/icra/MaCK19,https://doi.org/10.1109/ICRA.2019.8793637,Robotics
929,Path-following control of a velocity constrained tracked vehicle incorporating adaptive slip estimation.,2012,Michael Burke,conf/icra/Burke12,https://doi.org/10.1109/ICRA.2012.6224684,Robotics
930,Plan folding motion for rigid self-folding machine via discrete domain sampling.,2015,Zhonghua Xi & Jyh-Ming Lien,conf/icra/XiL15,https://doi.org/10.1109/ICRA.2015.7139601,Robotics
931,Self-folding mobile microrobots for biomedical applications.,2014,Stefano Fusco & Mahmut Selman Sakar & Stephen Kennedy & Christian Peters & Salvador Pané & David Mooney & Bradley J. Nelson,conf/icra/FuscoSKPPMN14,https://doi.org/10.1109/ICRA.2014.6907406,Robotics
932,Restoring Force Design of Active Self-healing Tension Transmission System and Application to Tendon-driven Legged Robot.,2021,Shinsuke Nakashima & Kento Kawaharazuka & Manabu Nishiura & Yuki Asano & Yohei Kakiuchi & Kei Okada & Koji Kawasaki & Masayuki Inaba,conf/icra/NakashimaKNAKOK21,https://doi.org/10.1109/ICRA48506.2021.9561531,Robotics
933,Online adaptation of uncertain models using neural network priors and partially observable planning.,2019,Akinobu Hayashi & Dirk Ruiken & Christian Goerick & Tadaaki Hasegawa,conf/icra/HayashiRGH19,https://doi.org/10.1109/ICRA.2019.8793630,Robotics
934,Switching Control in Two-Wheeled Self-Balancing Robots.,2021,Nikita Murasovs & Maria Elena Giannaccini & Sumeet S. Aphale,conf/icra/MurasovsGA21,https://doi.org/10.1109/ICRA48506.2021.9561574,Robotics
935,Dark Reciprocal-Rank: Teacher-to-student Knowledge Transfer from Self-localization Model to Graph-convolutional Neural Network.,2021,Koji Takeda & Kanji Tanaka,conf/icra/TakedaT21,https://doi.org/10.1109/ICRA48506.2021.9561158,Robotics
936,Full body motion adaption based on task-space distance meshes.,2014,Thomas Nierhoff & Sandra Hirche & Wataru Takano & Yoshihiko Nakamura,conf/icra/NierhoffHTN14,https://doi.org/10.1109/ICRA.2014.6907104,Robotics
937,Inverse reinforcement learning of behavioral models for online-adapting navigation strategies.,2015,Michael Herman & Volker Fischer 0003 & Tobias Gindele & Wolfram Burgard,conf/icra/HermanFGB15,https://doi.org/10.1109/ICRA.2015.7139642,Robotics
938,Locomotion Adaptation in Heavy Payload Transportation Tasks with the Quadruped Robot CENTAURO.,2021,Xinyuan Zhao & Yangwei You & Arturo Laurenzi & Navvab Kashiri & Nikos G. Tsagarakis,conf/icra/ZhaoYLKT21,https://doi.org/10.1109/ICRA48506.2021.9561720,Robotics
939,Three-dimensional robotic-assisted endomicroscopy with a force adaptive robotic arm.,2017,Piyamate Wisanuvej & Petros Giataganas & Konrad Leibrandt & Jindong Liu & Michael Hughes & Guang-Zhong Yang,conf/icra/WisanuvejGLLHY17,https://doi.org/10.1109/ICRA.2017.7989276,Robotics
940,Fast Global Labelling for Depth-Map Improvement Via Architectural Priors.,2018,Paul Amayo & Pedro Pinies & Lina María Paz & Paul Newman 0001,conf/icra/AmayoPP018,https://doi.org/10.1109/ICRA.2018.8460192,Robotics
941,Real2Sim2Real: Self-Supervised Learning of Physical Single-Step Dynamic Actions for Planar Robot Casting.,2022,Vincent Lim & Huang Huang & Lawrence Yunliang Chen & Jonathan Wang & Jeffrey Ichnowski & Daniel Seita & Michael Laskey & Ken Goldberg,conf/icra/LimHCWISLG22,https://doi.org/10.1109/ICRA46639.2022.9811651,Robotics
942,Augmenting Self-Stability: Height Control of a Bernoulli Ball via Bang-Bang Control.,2020,Toby Howison & Fabio Giardina & Fumiya Iida,conf/icra/HowisonGI20,https://doi.org/10.1109/ICRA40945.2020.9197391,Robotics
943,Manipulation Planning Among Movable Obstacles Using Physics-Based Adaptive Motion Primitives.,2021,Dhruv Mauria Saxena & Muhammad Suhail Saleem & Maxim Likhachev,conf/icra/SaxenaSL21,https://doi.org/10.1109/ICRA48506.2021.9561221,Robotics
944,Degrees-of-freedom of a robotic exoskeleton and human adaptation to new gait templates.,2012,Paul Stegall & Kyle N. Winfree & Sunil Kumar Agrawal,conf/icra/StegallWA12,https://doi.org/10.1109/ICRA.2012.6225092,Robotics
945,Adapting Everyday Manipulation Skills to Varied Scenarios.,2019,Pawel Gajewski & Paulo Abelha Ferreira & Georg Bartels & Chaozheng Wang & Frank Guerin & Bipin Indurkhya & Michael Beetz & Bartlomiej Sniezynski,conf/icra/GajewskiFBWGIBS19,https://doi.org/10.1109/ICRA.2019.8793590,Robotics
946,SuperDepth: Self-Supervised; Super-Resolved Monocular Depth Estimation.,2019,Sudeep Pillai & Rares Ambrus & Adrien Gaidon,conf/icra/PillaiAG19,https://doi.org/10.1109/ICRA.2019.8793621,Robotics
947,Cartesian position and force control with adaptive impedance/compliance capabilities for a humanoid robot arm.,2013,Ren C. Luo & Yi-Wen Perng & Bo-Han Shih & Yun-Hsuan Tsai,conf/icra/LuoPST13,https://doi.org/10.1109/ICRA.2013.6630620,Robotics
948,Multibranch Learning for Angiodysplasia Segmentation with Attention-Guided Networks and Domain Adaptation.,2021,Xiao Jia 0005 & Xiaochun Mai & Xiaohan Xing & Yutian Shen & Jiankun Wang & Max Q.-H. Meng,conf/icra/0005MXSWM21,https://doi.org/10.1109/ICRA48506.2021.9562100,Robotics
949,Motion adaptation for humanoid robots in constrained environments.,2013,Edmond S. L. Ho & Hubert P. H. Shum,conf/icra/HoS13,https://doi.org/10.1109/ICRA.2013.6631113,Robotics
950,Adaptive stiffness estimation impedance control for achieving sustained contact in aerial manipulation.,2021,Lovro Markovic & Marko Car & Matko Orsag & Stjepan Bogdan,conf/icra/MarkovicCOB21,https://doi.org/10.1109/ICRA48506.2021.9561886,Robotics
951,Cooperative Adaptive Control for Cloud-Based Robotics.,2018,Patrick M. Wensing & Jean-Jacques E. Slotine,conf/icra/WensingS18,https://doi.org/10.1109/ICRA.2018.8460856,Robotics
952,An adaptive compliant multi-finger approach-to-grasp strategy for objects with position uncertainties.,2015,Zhaopeng Chen & Thomas Wimböck & Máximo A. Roa & Benedikt Pleintinger & Miguel Neves 0002 & Christian Ott 0001 & Christoph Borst & Neal Y. Lii,conf/icra/ChenWRPNOBL15,https://doi.org/10.1109/ICRA.2015.7139881,Robotics
953,A highly parallelized control system platform architecture using multicore CPU and FPGA for multi-DoF robots.,2014,Sangok Seok & Dong Jin Hyun & SangIn Park & David Otten & Sangbae Kim,conf/icra/SeokHPOK14,https://doi.org/10.1109/ICRA.2014.6907655,Robotics
954,Self-supervised Transparent Liquid Segmentation for Robotic Pouring.,2022,Gautham Narayan Narasimhan & Kai Zhang & Ben Eisner & Xingyu Lin & David Held,conf/icra/NarasimhanZELH22,https://doi.org/10.1109/ICRA46639.2022.9812000,Robotics
955,Experiments in Adaptive Replanning for Fast Autonomous Flight in Forests.,2022,Laura Jarin-Lipschitz & Xu Liu 0007 & Yuezhan Tao & Vijay Kumar 0001,conf/icra/Jarin-Lipschitz22,https://doi.org/10.1109/ICRA46639.2022.9812235,Robotics
956,A self-adaptive variable impedance actuator based on intrinsic non-linear compliance and damping principles.,2017,Navvab Kashiri & Darwin G. Caldwell & Nikolaos G. Tsagarakis,conf/icra/KashiriCT17,https://doi.org/10.1109/ICRA.2017.7989148,Robotics
957,Adaptive motor control and learning in a spiking neural network realised on a mixed-signal neuromorphic processor.,2019,Sebastian Glatz & Julien N. P. Martel & Raphaela Kreiser & Ning Qiao & Yulia Sandamirskaya,conf/icra/GlatzMKQS19,https://doi.org/10.1109/ICRA.2019.8794145,Robotics
958,Beelines: Motion Prediction Metrics for Self-Driving Safety and Comfort.,2021,Skanda Shridhar & Yuhang Ma & Tara Stentz & Zhengdi Shen & Galen Clark Haynes & Neil Traft,conf/icra/ShridharMSSHT21,https://doi.org/10.1109/ICRA48506.2021.9560950,Robotics
959,PA-AWCNN: Two-stream Parallel Attention Adaptive Weight Network for RGB-D Action Recognition.,2022,Lu Yao & Sheng Liu 0002 & Chaonan Li & Siyu Zou & Shengyong Chen & Diyi Guan,conf/icra/Yao0LZCG22,https://doi.org/10.1109/ICRA46639.2022.9811995,Robotics
960,Robust; Occlusion-aware Pose Estimation for Objects Grasped by Adaptive Hands.,2020,Bowen Wen & Chaitanya Mitash & Sruthi Soorian & Andrew Kimmel & Avishai Sintov & Kostas E. Bekris,conf/icra/WenMSKSB20,https://doi.org/10.1109/ICRA40945.2020.9197350,Robotics
961,Adaptive assist-as-needed controller to improve gait symmetry in robot-assisted gait training.,2014,Damiano Zanotto & Paul Stegall & Sunil Kumar Agrawal,conf/icra/ZanottoSA14,https://doi.org/10.1109/ICRA.2014.6906934,Robotics
962,Adaptive control of a human-driven knee joint orthosis.,2012,Hala Rifai & Samer Mohammed & Boubaker Daachi & Yacine Amirat,conf/icra/RifaiMDA12,https://doi.org/10.1109/ICRA.2012.6225064,Robotics
963,Depth by Poking: Learning to Estimate Depth from Self-Supervised Grasping.,2020,Ben Goodrich & Alex Kuefler & William D. Richards,conf/icra/GoodrichKR20,https://doi.org/10.1109/ICRA40945.2020.9196797,Robotics
964,L1Adaptive Augmentation for Geometric Tracking Control of Quadrotors.,2022,Zhuohuan Wu & Sheng Cheng & Kasey A. Ackerman & Aditya Gahlawat & Arun Lakshmanan & Pan Zhao & Naira Hovakimyan,conf/icra/WuCAGLZH22,https://doi.org/10.1109/ICRA46639.2022.9811946,Robotics
965,Regressor-free tracking of robots with self-tuning PD-like control.,2013,Jorge Armendariz & Vicente Parra-Vega & Rodolfo García-Rodríguez & Shinichi Hirai & Sergio Rosales & Felipe Alberto Machorro-Fernández,conf/icra/ArmendarizPGHRM13,https://doi.org/10.1109/ICRA.2013.6630837,Robotics
966,Rapid transfer of controllers between UAVs using learning-based adaptive control.,2013,Girish Chowdhary 0001 & Tongbin Wu & Mark Cutler & Jonathan P. How,conf/icra/ChowdharyWCH13,https://doi.org/10.1109/ICRA.2013.6631353,Robotics
967,Combining self-supervised learning and imitation for vision-based rope manipulation.,2017,Ashvin Nair & Dian Chen 0001 & Pulkit Agrawal & Phillip Isola & Pieter Abbeel & Jitendra Malik & Sergey Levine,conf/icra/NairCAIAML17,https://doi.org/10.1109/ICRA.2017.7989247,Robotics
968,Adaptive neural network Dynamic Surface Control: An evaluation on the musculoskeletal robot Anthrob.,2015,Michael Jäntsch & Steffen Wittmeier & Konstantinos Dalamagkidis & Guido Herrmann & Alois C. Knoll,conf/icra/JantschWDHK15,https://doi.org/10.1109/ICRA.2015.7139799,Robotics
969,A Dual-Stream Architecture for Real-Time Morphological Analysis of Aneurysm in Robot-Assisted Minimally Invasive Surgery.,2022,Yan-Jie Zhou & Shi-Qi Liu 0004 & Xiao-Liang Xie & Xiao-Hu Zhou & Zeng-Guang Hou & Rui-Qi Li & Zhen-Liang Ni & Chen-Chen Fan,conf/icra/ZhouLXZHLNF22,https://doi.org/10.1109/ICRA46639.2022.9812075,Robotics
970,Uncertainty-Based Adaptive Sensor Fusion for Visual-Inertial Odometry under Various Motion Characteristics.,2020,Ryo Nakashima & Akihito Seki,conf/icra/NakashimaS20,https://doi.org/10.1109/ICRA40945.2020.9197397,Robotics
971,Characterizing Architectures of Soft Pneumatic Actuators for a Cable-Driven Shoulder Exoskeleton.,2019,Nicholas Thompson & Ayush Sinha & Girish Krishnan,conf/icra/ThompsonSK19,https://doi.org/10.1109/ICRA.2019.8793707,Robotics
972,Adaptive robust wing trajectory control and force generation of flapping wing MAV.,2015,Jian Zhang 0050 & Bo Cheng 0002 & Bin Yao & Xinyan Deng,conf/icra/ZhangCYD15,https://doi.org/10.1109/ICRA.2015.7140018,Robotics
973,Energy harvesting analysis for Moball; A self-propelled mobile sensor platform capable of long duration operation in harsh terrains.,2014,Matthew R. Burkhardt & Faranak Davoodi & Joel W. Burdick & Farhooman Davoudi,conf/icra/BurkhardtDBD14,https://doi.org/10.1109/ICRA.2014.6907241,Robotics
974,Self-supervised Learning of LiDAR Odometry for Robotic Applications.,2021,Julian Nubert & Shehryar Khattak & Marco Hutter 0001,conf/icra/NubertK021,https://doi.org/10.1109/ICRA48506.2021.9561063,Robotics
975,Self-Supervised Deep Reinforcement Learning with Generalized Computation Graphs for Robot Navigation.,2018,Gregory Kahn & Adam Villaflor & Bosen Ding & Pieter Abbeel & Sergey Levine,conf/icra/KahnVDAL18,https://doi.org/10.1109/ICRA.2018.8460655,Robotics
976,Real-time control architecture of a novel Single-Port lapaRoscopy bimaNual roboT (SPRINT).,2012,Marta Niccolini & Gianluigi Petroni & Arianna Menciassi & Paolo Dario,conf/icra/NiccoliniPMD12,https://doi.org/10.1109/ICRA.2012.6224984,Robotics
977,Role adaptation of human and robot in collaborative tasks.,2015,Yanan Li 0001 & Keng Peng Tee & Wei Liang Chan & Rui Yan & Yuanwei Chua & Dilip Kumar Limbu,conf/icra/LiTCYCL15,https://doi.org/10.1109/ICRA.2015.7139983,Robotics
978,SRAC: Self-Reflective Risk-Aware Artificial Cognitive models for robot response to human activities.,2016,Hao Zhang 0011 & Christopher M. Reardon & Fei Han 0002 & Lynne E. Parker,conf/icra/ZhangRHP16,https://doi.org/10.1109/ICRA.2016.7487503,Robotics
979,Self-Guided Instance-Aware Network for Depth Completion and Enhancement.,2021,Zhongzhen Luo & Fengjia Zhang & Guoyi Fu & Jiajie Xu 0005,conf/icra/LuoZF021,https://doi.org/10.1109/ICRA48506.2021.9561523,Robotics
980,MANGA: Method Agnostic Neural-policy Generalization and Adaptation.,2020,Homanga Bharadhwaj & Shoichiro Yamaguchi & Shin-ichi Maeda,conf/icra/BharadhwajYM20,https://doi.org/10.1109/ICRA40945.2020.9197398,Robotics
981,Adaptive Visual Shock Absorber with Visual-based Maxwell Model Using a Magnetic Gear.,2020,Satoshi Tanaka & Keisuke Koyama & Taku Senoo & Masatoshi Ishikawa,conf/icra/TanakaKSI20,https://doi.org/10.1109/ICRA40945.2020.9197504,Robotics
982,Adaptive Vision-Based Control of Redundant Robots with Null-Space Interaction for Human-Robot Collaboration.,2022,Xiangjie Yan & Chen Chen & Xiang Li 0009,conf/icra/YanCL22,https://doi.org/10.1109/ICRA46639.2022.9812218,Robotics
983,Self-supervised learning of tool affordances from 3D tool representation through parallel SOM mapping.,2017,Tanis Mar & Vadim Tikhanoff & Giorgio Metta & Lorenzo Natale,conf/icra/MarTMN17,https://doi.org/10.1109/ICRA.2017.7989110,Robotics
984,Probabilistic Safety-Assured Adaptive Merging Control for Autonomous Vehicles.,2021,Yiwei Lyu & Wenhao Luo & John M. Dolan,conf/icra/LyuLD21,https://doi.org/10.1109/ICRA48506.2021.9561894,Robotics
985,Collective Transport of Unconstrained Objects via Implicit Coordination and Adaptive Compliance.,2021,Nicole E. Carey & Justin Werfel,conf/icra/CareyW21,https://doi.org/10.1109/ICRA48506.2021.9561186,Robotics
986,A Multilayer-Multimodal Fusion Architecture for Pattern Recognition of Natural Manipulations in Percutaneous Coronary Interventions.,2020,Xiao-Hu Zhou & Xiao-Liang Xie & Zhen-Qiu Feng & Zeng-Guang Hou & Gui-Bin Bian & Rui-Qi Li & Zhen-Liang Ni & Shi-Qi Liu 0004 & Yan-Jie Zhou,conf/icra/ZhouXFHBLNLZ20,https://doi.org/10.1109/ICRA40945.2020.9197111,Robotics
987,Robust adaptive control of quadrotor unmanned aerial vehicle with uncertainty.,2015,Shafiqul Islam & Muhammad Faraz Faraz & Reem K. Ashour & Jorge Manuel Miranda Dias & Lakmal D. Seneviratne,conf/icra/IslamFADS15,https://doi.org/10.1109/ICRA.2015.7139417,Robotics
988,Time-Domain Passivity-based Controller with an Optimal Two-channel Lawrence Telerobotic Architecture*.,2021,Navid Feizi & Smrithi Thudi & Rajni V. Patel & Seyed Farokh Atashzar,conf/icra/FeiziTPA21,https://doi.org/10.1109/ICRA48506.2021.9561930,Robotics
989,Comfortable and Safe Decelerations for a Self-Driving Transit Bus.,2021,Alexis Mifsud & Matteo Ciocca & Pierre-Brice Wieber,conf/icra/MifsudCW21,https://doi.org/10.1109/ICRA48506.2021.9561648,Robotics
990,Adaptation to Team Composition Changes for Heterogeneous Multi-Robot Sensor Coverage.,2021,Brian Reily & Terran Mott & Hao Zhang 0011,conf/icra/ReilyMZ21,https://doi.org/10.1109/ICRA48506.2021.9560960,Robotics
991,Versatile aerial grasping using self-sealing suction.,2016,Chad C. Kessens & Justin Thomas & Jaydev P. Desai & Vijay Kumar 0001,conf/icra/KessensTD016,https://doi.org/10.1109/ICRA.2016.7487495,Robotics
992,Covariance Self-Attention Dual Path UNet for Rectal Tumor Segmentation.,2021,Haijun Gao & Xiangyin Zeng & Dazhi Pan & Bochuan Zheng,conf/icra/GaoZPZ21,https://doi.org/10.1109/ICRA48506.2021.9561826,Robotics
993,Model Reference Adaptive Control of Multirotor for Missions with Dynamic Change of Payloads During Flight.,2020,Toshiya Maki & Moju Zhao & Fan Shi & Kei Okada & Masayuki Inaba,conf/icra/MakiZSOI20,https://doi.org/10.1109/ICRA40945.2020.9196861,Robotics
994,Tunneling-based self-reconfiguration of heterogeneous sliding cube-shaped modular robots in environments with obstacles.,2017,Hiroshi Kawano,conf/icra/Kawano17,https://doi.org/10.1109/ICRA.2017.7989100,Robotics
995,Analyzing modular CNN architectures for joint depth prediction and semantic segmentation.,2017,Omid Hosseini Jafari & Oliver Groth & Alexander Kirillov & Michael Ying Yang & Carsten Rother,conf/icra/JafariGKYR17,https://doi.org/10.1109/ICRA.2017.7989537,Robotics
996,Real-time distributed configuration discovery of modular self-reconfigurable robots.,2015,José Baca & Bradley Woosley & Prithviraj Dasgupta & Carl A. Nelson,conf/icra/BacaWDN15,https://doi.org/10.1109/ICRA.2015.7139449,Robotics
