hits,title,year,authors,key,ee
3893,Bearing-Only Active Sensing Under Merged Measurements.,2021,Luke Calkins & Philip D. Baldoni & James McMahon & Corbin Wilhelmi & Michael M. Zavlanos,journals/ral/CalkinsBMWZ21,https://doi.org/10.1109/LRA.2021.3068709
3894,weedNet: Dense Semantic Weed Classification Using Multispectral Images and MAV for Smart Farming.,2018,Inkyu Sa & Zetao Chen & Marija Popovic & Raghav Khanna & Frank Liebisch & Juan I. Nieto 0001 & Roland Siegwart,journals/ral/SaCPKLNS18,https://doi.org/10.1109/LRA.2017.2774979
3895,Design of Robot Hand With Pneumatic Dual-Mode Actuation Mechanism Powered by Chemical Gas Generation Method.,2018,Kyung-Rok Kim & Seok Hwan Jeong & Pyungkang Kim & Kyung-Soo Kim,journals/ral/KimJKK18,https://doi.org/10.1109/LRA.2018.2853763
3896,Tactile-Based Task Definition Through Edge Contact Formation Setpoints for Object Exploration and Manipulation.,2022,Zhanat Kappassov & Juan Antonio Corrales Ramon & Véronique Perdereau,journals/ral/KappassovRP22,https://doi.org/10.1109/LRA.2022.3154478
3897,Fuzzy Clustering of Spatially Relevant Acoustic Data for Defect Detection.,2018,Jun Younes Louhi Kasahara & Hiromitsu Fujii & Atsushi Yamashita & Hajime Asama,journals/ral/KasaharaFYA18,https://doi.org/10.1109/LRA.2018.2820178
3898,Magnetorheological Fluid-Based Bending Actuator for Magnetic Sensing.,2022,Xuanchun Yin & Jinchun Yan & Sheng Wen & Jiantao Zhang,journals/ral/YinYWZ22,https://doi.org/10.1109/LRA.2022.3214082
3899,Category-Level Metric Scale Object Shape and Pose Estimation.,2021,Taeyeop Lee & Byeong-Uk Lee & Myungchul Kim 0002 & In So Kweon,journals/ral/LeeLKK21,https://doi.org/10.1109/LRA.2021.3110538
3900,Learning to Plan Hierarchically From Curriculum.,2019,Philippe Morere & Lionel Ott & Fabio Ramos 0001,journals/ral/MorereOR19,https://doi.org/10.1109/LRA.2019.2920285
3901,Design of Anthropomorphic Fingers With Biomimetic Actuation Mechanism.,2019,Zhong Zhang & Tao Han 0008 & Jia Pan & Zheng Wang 0002,journals/ral/ZhangHPW19,https://doi.org/10.1109/LRA.2019.2926955
3902,Feasible Wrench Set Computation for Legged Robots.,2022,Ander Vallinas Prieto & Arvid Q. L. Keemink & Edwin H. F. van Asseldonk & Herman van der Kooij,journals/ral/PrietoKAK22,https://doi.org/10.1109/LRA.2022.3184806
3903,Hybrid Systems Differential Dynamic Programming for Whole-Body Motion Planning of Legged Robots.,2020,He Li & Patrick M. Wensing,journals/ral/LiW20,https://doi.org/10.1109/LRA.2020.3007475
3904,Rover-IRL: Inverse Reinforcement Learning With Soft Value Iteration Networks for Planetary Rover Path Planning.,2019,Max Pflueger & Ali-Akbar Agha-Mohammadi & Gaurav S. Sukhatme,journals/ral/PfluegerAS19,https://doi.org/10.1109/LRA.2019.2895892
3905,Exploiting More Information in Sparse Point Cloud for 3D Single Object Tracking.,2022,Yubo Cui & Jiayao Shan & Zuoxu Gu & Zhiheng Li & Zheng Fang 0001,journals/ral/CuiSGLF22,https://doi.org/10.1109/LRA.2022.3208687
3906,Robot Cooking With Stir-Fry: Bimanual Non-Prehensile Manipulation of Semi-Fluid Objects.,2022,Junjia Liu & Yiting Chen & Zhipeng Dong & Shixiong Wang & Sylvain Calinon & Miao Li & Fei Chen 0007,journals/ral/LiuCDWCLC22,https://doi.org/10.1109/LRA.2022.3153728
3907,The DressGripper: A Collaborative Gripper With Electromagnetic Fingertips for Dressing Assistance.,2022,Mihai Dragusanu & Sara Marullo & Monica Malvezzi & Gabriele Maria Achilli & Maria Cristina Valigi & Domenico Prattichizzo & Gionata Salvietti,journals/ral/DragusanuMMAVPS22,https://doi.org/10.1109/LRA.2022.3183756
3908,Robust Locomotion Control of a Self-Balancing and Underactuated Bipedal Exoskeleton: Task Prioritization and Feedback Control.,2021,Ahmed Fahmy Soliman & Barkan Ugurlu,journals/ral/SolimanU21,https://doi.org/10.1109/LRA.2021.3082016
3909,A Neurologically Inspired Sequence Processing Model for Mobile Robot Place Recognition.,2019,Peer Neubert & Stefan Schubert & Peter Protzel,journals/ral/NeubertSP19,https://doi.org/10.1109/LRA.2019.2927096
3910,Efficient Dense Frontier Detection for 2-D Graph SLAM Based on Occupancy Grid Submaps.,2019,Juraj Orsulic & Damjan Miklic & Zdenko Kovacic,journals/ral/OrsulicMK19,https://doi.org/10.1109/LRA.2019.2928203
3911,Dynamic Task Scheduling for Human-Robot Collaboration.,2022,Saeid Alirezazadeh & Luís A. Alexandre,journals/ral/AlirezazadehA22,https://doi.org/10.1109/LRA.2022.3188906
3912,Representation-Optimal Multi-Robot Motion Planning Using Conflict-Based Search.,2021,Irving Solis & James Motes & Read Sandström & Nancy M. Amato,journals/ral/SolisMSA21,https://doi.org/10.1109/LRA.2021.3068910
3913,Hybrid Visual SLAM for Underwater Vehicle Manipulator Systems.,2022,Gideon Billings & Richard Camilli & Matthew Johnson-Roberson,journals/ral/BillingsCJ22,https://doi.org/10.1109/LRA.2022.3176448
3914,Counting Apples and Oranges With Deep Learning: A Data-Driven Approach.,2017,Steven W. Chen & Shreyas S. Shivakumar & Sandeep Dcunha & Jnaneshwar Das & Edidiong Okon & Chao Qu & Camillo J. Taylor & Vijay Kumar 0001,journals/ral/ChenSDDOQT017,https://doi.org/10.1109/LRA.2017.2651944
3915,A Model-Free Controller for Guaranteed Prescribed Performance Tracking of Both Robot Joint Positions and Velocities.,2016,Yiannis Karayiannidis & Dimitrios Papageorgiou & Zoe Doulgeri,journals/ral/KarayiannidisPD16,https://doi.org/10.1109/LRA.2016.2516245
3916,Energy Efficiency Analysis and Design Optimization of an Actuation System in a Soft Modular Lower Limb Exoskeleton.,2018,Jesús Ortiz & Tommaso Poliero & Giovanni Cairoli & Eveline Graf & Darwin G. Caldwell,journals/ral/OrtizPCGC18,https://doi.org/10.1109/LRA.2017.2768119
3917,Optimal Path Following Control With Efficient Computation for Snake Robots Subject to Multiple Constraints and Unknown Frictions.,2022,Xiaohan Li 0003 & Chao Ren 0003 & Shugen Ma,journals/ral/LiRM22,https://doi.org/10.1109/LRA.2022.3190642
3918,Semantic Grasping Via a Knowledge Graph of Robotic Manipulation: A Graph Representation Learning Approach.,2022,Ji Ho Kwak & Jaejun Lee & Joyce Jiyoung Whang & Sungho Jo,journals/ral/KwakLWJ22,https://doi.org/10.1109/LRA.2022.3191194
3919,Design; Fabrication; and Hysteresis Modeling of Soft Microtubule Artificial Muscle (SMAM) for Medical Applications.,2021,Mai Thanh Thai & Phuoc Thien Phan & Trung Thien Hoang & Harrison Low & Nigel H. Lovell & Thanh Nho Do,journals/ral/ThaiPHLLD21,https://doi.org/10.1109/LRA.2021.3072599
3920,Continuous-Time Stereo-Inertial Odometry.,2022,David Hug & Philipp Bänninger & Ignacio Alzugaray & Margarita Chli,journals/ral/HugBAC22,https://doi.org/10.1109/LRA.2022.3173705
3921,High-Resolution 3-Dimensional Contact Deformation Tracking for FingerVision Sensor With Dense Random Color Pattern.,2021,Yipai Du & Guanlan Zhang & Yazhan Zhang & Michael Yu Wang,journals/ral/DuZZW21,https://doi.org/10.1109/LRA.2021.3061306
3922,An Automatic Condition Detection Approach for Quality Assurance in Solar Cell Manufacturing Processes.,2017,Juan Du & Xi Zhang & Qingpei Hu,journals/ral/DuZH17,https://doi.org/10.1109/LRA.2017.2708126
3923,Reinforced Imitation: Sample Efficient Deep Reinforcement Learning for Mapless Navigation by Leveraging Prior Demonstrations.,2018,Mark Pfeiffer & Samarth Shukla & Matteo Turchetta & Cesar Cadena 0001 & Andreas Krause 0001 & Roland Siegwart & Juan I. Nieto 0001,journals/ral/PfeifferSTCKSN18,https://doi.org/10.1109/LRA.2018.2869644
3924,Sparse2Dense: From Direct Sparse Odometry to Dense 3-D Reconstruction.,2019,Jiexiong Tang & John Folkesson & Patric Jensfelt,journals/ral/TangFJ19,https://doi.org/10.1109/LRA.2019.2891433
3925,Design and Adaptive Depth Control of a Micro Diving Agent.,2017,Wallace Moreira Bessa & Edwin Kreuzer & Johann Lange & Marc-André Pick & Eugen Solowjow,journals/ral/BessaKLPS17,https://doi.org/10.1109/LRA.2017.2714142
3926,Optimal Control of a Differentially Flat Two-Dimensional Spring-Loaded Inverted Pendulum Model.,2020,Hua Chen 0007 & Patrick M. Wensing & Wei Zhang 0013,journals/ral/ChenWZ20,https://doi.org/10.1109/LRA.2019.2956457
3927,Risk-Aware Fast Trajectory Planner for Uncertain Environments Based on Probabilistic Surrogate Reliability and Risk Contours.,2022,Guo-Biao Wang,journals/ral/Wang22a,https://doi.org/10.1109/LRA.2022.3219027
3928,Swarm Aggregation Without Communication and Global Positioning.,2019,Dhruv Shah & Leena Vachhani,journals/ral/ShahV19,https://doi.org/10.1109/LRA.2019.2893413
3929,Courteous Behavior of Automated Vehicles at Unsignalized Intersections Via Reinforcement Learning.,2022,Shengchao Yan & Tim Welschehold & Daniel Büscher & Wolfram Burgard,journals/ral/YanWBB22,https://doi.org/10.1109/LRA.2021.3121807
3930,A Virtual Reality Interface for an Autonomous Spray Painting UAV.,2019,Anurag Sai Vempati & Harshit Khurana & Vojtech Kabelka & Simon Flueckiger & Roland Siegwart & Paul A. Beardsley,journals/ral/VempatiKKFSB19,https://doi.org/10.1109/LRA.2019.2922588
3931,Continuous Safety Control of Mobile Robots in Cluttered Environments.,2022,Si Wu & Tengfei Liu & Qinglin Niu & Zhong-Ping Jiang,journals/ral/WuLNJ22,https://doi.org/10.1109/LRA.2022.3187492
3932,Nonholonomic Yaw Control of an Underactuated Flying Robot With Model-Based Reinforcement Learning.,2021,Nathan O. Lambert & Craig B. Schindler & Daniel S. Drew & Kristofer S. J. Pister,journals/ral/LambertSDP21,https://doi.org/10.1109/LRA.2020.3045930
3933,GOSELO: Goal-Directed Obstacle and Self-Location Map for Robot Navigation Using Reactive Neural Networks.,2018,Asako Kanezaki & Jirou Nitta & Yoko Sasaki,journals/ral/KanezakiNS18,https://doi.org/10.1109/LRA.2017.2783400
3934,Robust and Efficient Velocity Estimation for MAVs With an RGB-D Camera.,2022,Tete Ji & Lihua Xie,journals/ral/JiX22,https://doi.org/10.1109/LRA.2022.3190097
3935,Multisensor Data Fusion for Additive Manufacturing Process Control.,2018,Ambra Vandone & Stefano Baraldo & Anna Valente,journals/ral/VandoneBV18,https://doi.org/10.1109/LRA.2018.2851792
3936,MMDF: Multi-Modal Deep Feature Based Place Recognition of Mobile Robots With Applications on Cross-Scene Navigation.,2022,Xiang Yu & Bo Zhou 0017 & Zeqing Chang & Kun Qian 0005 & Fang Fang 0006,journals/ral/YuZCQF22,https://doi.org/10.1109/LRA.2022.3176731
3937,The GRIFFIN Perception Dataset: Bridging the Gap Between Flapping-Wing Flight and Robotic Perception.,2021,Juan Pablo Rodríguez-Gómez & Raul Tapia & Julio L. Paneque & Pedro Grau & Augusto Gómez Eguíluz & José Ramiro Martinez de Dios & Aníbal Ollero,journals/ral/Rodriguez-Gomez21,https://doi.org/10.1109/LRA.2021.3056348
3938,FT-BSP: Focused Topological Belief Space Planning.,2021,Moshe Shienman & Andrej Kitanov & Vadim Indelman,journals/ral/ShienmanKI21,https://doi.org/10.1109/LRA.2021.3068947
3939,Unsupervised 3D Link Segmentation of Articulated Objects With a Mixture of Coherent Point Drift.,2022,Jaegoo Choy & Geonho Cha & Songhwai Oh,journals/ral/ChoyCO22,https://doi.org/10.1109/LRA.2022.3180444
3940,Utilizing Hidden Observations to Enhance the Performance of the Trained Agent.,2022,Sooyoung Jang & Joohyung Lee 0001,journals/ral/JangL22,https://doi.org/10.1109/LRA.2022.3186508
3941,An Optimal Variable Impedance Control With Consideration of the Stability.,2022,Zhehao Jin & Andong Liu & Wen-an Zhang 0001 & Li Yu 0001,journals/ral/JinLZY22,https://doi.org/10.1109/LRA.2022.3141759
3942,Combining Learning-Based Locomotion Policy With Model-Based Manipulation for Legged Mobile Manipulators.,2022,Yuntao Ma & Farbod Farshidian & Takahiro Miki & Joonho Lee & Marco Hutter 0001,journals/ral/MaFMLH22,https://doi.org/10.1109/LRA.2022.3143567
3943,OHM: GPU Based Occupancy Map Generation.,2022,Kazys Stepanas & Jason L. Williams & Emili Hernández & Fabio Ruetz & Thomas Hines,journals/ral/StepanasWHRH22,https://doi.org/10.1109/LRA.2022.3196145
3944,Coupled Multiple Dynamic Movement Primitives Generalization for Deformable Object Manipulation.,2022,Zhenxi Cui & Wanyu Ma & Jiewen Lai & Henry Kar Hang Chu & Yi Guo 0004,journals/ral/CuiMLCG22,https://doi.org/10.1109/LRA.2022.3156656
3945,A Bidirectional Soft Biomimetic Hand Driven by Water Hydraulic for Dexterous Underwater Grasping.,2022,Haihang Wang & He Xu & Fares J. Abu-Dakka & Ville Kyrki & Chen Yang & Xin Li & Siqing Chen,journals/ral/WangXAKYLC22,https://doi.org/10.1109/LRA.2022.3143297
3946,A Human Action Descriptor Based on Motion Coordination.,2017,Pietro Falco & Matteo Saveriano & Eka Gibran Hasany & Nicholas H. Kirk & Dongheui Lee,journals/ral/FalcoSHKL17,https://doi.org/10.1109/LRA.2017.2652494
3947,Design and Optimal Control of an Underactuated Cable-Driven Micro-Macro Robot.,2017,Luca Barbazza & Damiano Zanotto & Giulio Rosati & Sunil Kumar Agrawal,journals/ral/BarbazzaZRA17,https://doi.org/10.1109/LRA.2017.2651941
3948,Landing a UAV in Harsh Winds and Turbulent Open Waters.,2023,Parakh M. Gupta & Èric Pairet & Tiago P. Nascimento & Martin Saska,journals/ral/GuptaPNS23,https://doi.org/10.1109/LRA.2022.3231831
3949,Tightly-Coupled Magneto-Visual-Inertial Fusion for Long Term Localization in Indoor Environment.,2022,Jade Coulin & Richard Guillemard & Vincent Gay-Bellile & Cyril Joly & Arnaud de La Fortelle,journals/ral/CoulinGGJF22,https://doi.org/10.1109/LRA.2021.3136241
3950,Miniature Resonant Ambulatory Robot.,2017,Shannon A. Rios & Andrew J. Fleming & Yuen Kuan Yong,journals/ral/RiosFY17,https://doi.org/10.1109/LRA.2016.2614837
3951,Origami-inspired New Material Feeding Mechanism for Soft Growing Robots to Keep the Camera Stay at the Tip by Securing its Path.,2021,Ji Hun Kim & Jaehyung Jang & Sang-min Lee & Sang-Goo Jeong & Yong-Jae Kim & Jee-Hwan Ryu,journals/ral/KimJLJKR21,https://doi.org/10.1109/LRA.2021.3068936
3952,Interaction-Effect Search Algorithm for the KSA Scheme.,2018,Chin-Yi Lin & Yu-Ming Hsieh & Fan-Tien Cheng & Yu-Ru Yang & Muhammad Adnan 0004,journals/ral/LinHCYA18,https://doi.org/10.1109/LRA.2018.2838323
3953,Moving Object Segmentation in 3D LiDAR Data: A Learning-Based Approach Exploiting Sequential Data.,2021,Xieyuanli Chen & Shijie Li & Benedikt Mersch & Louis Wiesmann & Jürgen Gall & Jens Behley & Cyrill Stachniss,journals/ral/ChenLMWGBS21,https://doi.org/10.1109/LRA.2021.3093567
3954,Randomized Physics-Based Motion Planning for Grasping in Cluttered and Uncertain Environments.,2018,Muhayyuddin & Mark Moll & Lydia E. Kavraki & Jan Rosell,journals/ral/uddinMKR18,https://doi.org/10.1109/LRA.2017.2783445
3955,Trajectory Optimization with Optimization-Based Dynamics.,2022,Taylor A. Howell & Simon Le Cleac'h & Sumeet Singh & Peter R. Florence & Zachary Manchester & Vikas Sindhwani,journals/ral/HowellCSFMS22,https://doi.org/10.1109/LRA.2022.3152696
3956,Process-Integrated State Estimation of Optical Systems With Macro-Micro Manipulators Based on Wavefront Filtering.,2019,Christopher Schindlbeck & Christian Pape 0002 & Eduard Reithmeier,journals/ral/SchindlbeckPR19,https://doi.org/10.1109/LRA.2019.2930423
3957,CoCo Games: Graphical Game-Theoretic Swarm Control for Communication-Aware Coverage.,2022,Malintha Fernando & Ransalu Senanayake & Martin Swany,journals/ral/FernandoSS22,https://doi.org/10.1109/LRA.2022.3160968
3958,Enabling Low-Cost Full Surface Tactile Skin for Human Robot Interaction.,2022,Xiaoran Fan & Daewon Lee & Larry D. Jackel & Richard E. Howard & Daniel Dongyuel Lee & Volkan Isler,journals/ral/FanLJHLI22,https://doi.org/10.1109/LRA.2022.3142433
3959,3-D Deformable Object Manipulation Using Deep Neural Networks.,2019,Zhe Hu & Tao Han 0008 & Peigen Sun & Jia Pan & Dinesh Manocha,journals/ral/HuHSPM19,https://doi.org/10.1109/LRA.2019.2930476
3960,Deep-Learning-Based Compliant Motion Control of a Pneumatically-Driven Robotic Catheter.,2022,Di Wu 0053 & Xuan Thao Ha & Yao Zhang & Mouloud Ourak & Gianni Borghesan & Kenan Niu & Fabian Trauzettel & Jenny Dankelman & Arianna Menciassi & Emmanuel B. Vander Poorten,journals/ral/WuHZOBNTDMP22,https://doi.org/10.1109/LRA.2022.3186497
3961,Image-Goal Navigation in Complex Environments via Modular Learning.,2022,Qiaoyun Wu & Jun Wang 0039 & Jing Liang 0006 & Xiaoxi Gong & Dinesh Manocha,journals/ral/WuWLGM22,https://doi.org/10.1109/LRA.2022.3178810
3962,Any Way You Look at It: Semantic Crossview Localization and Mapping With LiDAR.,2021,Ian D. Miller & Anthony Cowley & Ravi Konkimalla & Shreyas S. Shivakumar & Ty Nguyen & Trey Smith & Camillo Jose Taylor & Vijay Kumar 0001,journals/ral/MillerCKSNSTK21,https://doi.org/10.1109/LRA.2021.3061332
3963,The Repetition Roadmap for Repetitive Constrained Motion Planning.,2018,Peter Lehner & Alin Albu-Schäffer,journals/ral/LehnerA18,https://doi.org/10.1109/LRA.2018.2856925
3964,Design Guarantees for Resilient Robot Formations on Lattices.,2019,Luis Guerrero-Bonilla & David Saldana & Vijay Kumar 0001,journals/ral/Guerrero-Bonilla19,https://doi.org/10.1109/LRA.2018.2881231
3965,A Healable Resistive Heater as a Stimuli-Providing System in Self-Healing Soft Robots.,2022,Seyedreza Kashef Tabrizian & Fatemeh Sahraeeazartamar & Joost Brancart & Ellen Roels & Pasquale Ferrentino & Julie Legrand & Guy Van Assche & Bram Vanderborght & Seppe Terryn,journals/ral/TabrizianSBRFLA22,https://doi.org/10.1109/LRA.2022.3150033
3966,Learning-Based Bias Correction for Time Difference of Arrival Ultra-Wideband Localization of Resource-Constrained Mobile Robots.,2021,Wenda Zhao & Jacopo Panerati & Angela P. Schoellig,journals/ral/ZhaoPS21,https://doi.org/10.1109/LRA.2021.3064199
3967,Precision Grasp Using an Arm-Hand System as a Hybrid Parallel-Serial System: A Novel Inverse Kinematics Solution.,2021,Shuwei Qiu & Mehrdad R. Kermani,journals/ral/QiuK21,https://doi.org/10.1109/LRA.2021.3111078
3968,On an Improved State Parametrization for Soft Robots With Piecewise Constant Curvature and Its Use in Model Based Control.,2020,Cosimo Della Santina & Antonio Bicchi & Daniela Rus,journals/ral/SantinaBR20,https://doi.org/10.1109/LRA.2020.2967269
3969,Gyroscopic Tensegrity Robots.,2020,Raman Goyal & Muhao Chen & Manoranjan Majji & Robert E. Skelton,journals/ral/GoyalCMS20,https://doi.org/10.1109/LRA.2020.2967288
3970,Invariant-Based World Models for Robust Robotic Systems Demonstrated on an Autonomous Football Table.,2022,Jordy Senden & Kevin Jebbink & Herman Bruyninckx & René van de Molengraft,journals/ral/SendenJBM22,https://doi.org/10.1109/LRA.2022.3185767
3971,Experimental Comparison of Visual-Aided Odometry Methods for Rail Vehicles.,2019,Florian Tschopp & Thomas Schneider 0007 & Andrew W. Palmer & Navid Nourani-Vatani & Cesar Cadena 0001 & Roland Siegwart & Juan I. Nieto 0001,journals/ral/Tschopp0PNCS019,https://doi.org/10.1109/LRA.2019.2897169
3972,The Realization of Intelligent Robot System for Milk Tea Production.,2021,Bin Hu 0010 & Xiaodong Zhang 0035 & Tianju Ding & Xisong Dong & Bidan Huang & Yu Zheng 0001,journals/ral/HuZDDHZ21,https://doi.org/10.1109/LRA.2021.3113870
3973,Trajectory Optimization Through Contacts and Automatic Gait Discovery for Quadrupeds.,2017,Michael Neunert & Farbod Farshidian & Alexander W. Winkler & Jonas Buchli,journals/ral/NeunertFWB17,https://doi.org/10.1109/LRA.2017.2665685
3974,Monocular Camera Based Fruit Counting and Mapping With Semantic Data Association.,2019,Xu Liu 0007 & Steven W. Chen & Chenhao Liu & Shreyas S. Shivakumar & Jnaneshwar Das & Camillo J. Taylor & James Patrick Underwood & Vijay Kumar 0001,journals/ral/LiuCLSDTUK19,https://doi.org/10.1109/LRA.2019.2901987
3975,A Device for Rapid; Automated Trimming of Insect-Sized Flying Robots.,2020,Daksh Dhingra & Yogesh M. Chukewad & Sawyer B. Fuller,journals/ral/DhingraCF20,https://doi.org/10.1109/LRA.2020.2967318
3976,FEM-Based Exterior Workspace Boundary Estimation for Soft Robots via Optimization.,2022,Walid Amehri & Gang Zheng 0002 & Alexandre Kruszewski,journals/ral/AmehriZK22,https://doi.org/10.1109/LRA.2022.3147890
3977,Energy-Efficient Coverage Path Planning for General Terrain Surfaces.,2019,Chenming Wu & Chengkai Dai & Xiaoxi Gong & Yong-Jin Liu & Jun Wang 0039 & Xianfeng David Gu & Charlie C. L. Wang,journals/ral/WuDGLWGW19,https://doi.org/10.1109/LRA.2019.2899920
3978,Insect-Inspired Mechanical Resilience for Multicopters.,2017,Stefano Mintchev & Sébastien de Rivaz & Dario Floreano,journals/ral/MintchevRF17,https://doi.org/10.1109/LRA.2017.2658946
3979,A Miniature Manipulator With Variable Stiffness Towards Minimally Invasive Transluminal Endoscopic Surgery.,2021,Changsheng Li & Yusheng Yan & Xiao Xiao & Xiaoyi Gu & Huxin Gao & Xingguang Duan & Xiuli Zuo & Yanqing Li & Hongliang Ren 0001,journals/ral/LiYXGGDZLR21,https://doi.org/10.1109/LRA.2021.3068115
3980,Analysis of Minima for Geodesic and Chordal Cost for a Minimal 2-D Pose-Graph SLAM Problem.,2020,Felix H. Kong & Jiaheng Zhao & Liang Zhao 0003 & Shoudong Huang,journals/ral/KongZZH20,https://doi.org/10.1109/LRA.2019.2958492
3981,Enhanced GPIS Learning Based on Local and Global Focus Areas.,2022,Zuka Murvanidze & Marc Peter Deisenroth & Yasemin Bekiroglu,journals/ral/MurvanidzeDB22,https://doi.org/10.1109/LRA.2022.3197905
3982,BIG-Net: Deep Learning for Grasping With a Bio-Inspired Soft Gripper.,2023,Hui Zhang & Yanming Wu & Eric Demeester & Karel Kellens,journals/ral/ZhangWDK23,https://doi.org/10.1109/LRA.2022.3229237
3983,Real-Time Holographic Tracking and Control of Microrobots.,2017,Ayoung Hong & Burak Zeydan & Samuel Charreyron & Olgaç Ergeneman & Salvador Pané & Muhammed Fatih Toy & Andrew J. Petruska & Bradley J. Nelson,journals/ral/HongZCEPTPN17,https://doi.org/10.1109/LRA.2016.2579739
3984,On Inverse Inertia Matrix and Contact-Force Model for Robotic Manipulators at Normal Impacts.,2022,Yuquan Wang & Niels Dehio & Abderrahmane Kheddar,journals/ral/WangDK22,https://doi.org/10.1109/LRA.2022.3145967
3985,Strategy for Roller Chain Assembly With Parallel Jaw Gripper.,2020,Keiki Tatemura & Hiroki Dobashi,journals/ral/TatemuraD20,https://doi.org/10.1109/LRA.2020.2972860
3986,Cooperative Team Strategies for Multi-Player Perimeter-Defense Games.,2020,Daigo Shishika & James Paulos & Vijay Kumar 0001,journals/ral/ShishikaPK20,https://doi.org/10.1109/LRA.2020.2972818
3987,Simultaneous Hand-Eye and Robot-World Calibration by Solving the AX=YB Problem Without Correspondence.,2016,Haiyuan Li & Qianli Ma & Tianmiao Wang & Gregory S. Chirikjian,journals/ral/LiMWC16,https://doi.org/10.1109/LRA.2015.2506663
3988,Fully 3D-Printed Modular Pipe-Climbing Robot.,2021,Disheng Xie & Jianbin Liu & Rongjie Kang & Siyang Zuo,journals/ral/XieLKZ21,https://doi.org/10.1109/LRA.2020.3047795
3989,High-Speed Humanoid Robot Arm for Badminton Using Pneumatic-Electric Hybrid Actuators.,2019,Shotaro Mori & Kazutoshi Tanaka & Satoshi Nishikawa & Ryuma Niiyama & Yasuo Kuniyoshi,journals/ral/MoriTNNK19,https://doi.org/10.1109/LRA.2019.2928778
3990,Design and Analysis of FCSTAR; a Hybrid Flying and Climbing Sprawl Tuned Robot.,2021,Nitzan Ben David & David Zarrouk,journals/ral/DavidZ21,https://doi.org/10.1109/LRA.2021.3077851
3991,Everybody Needs Somebody Sometimes: Validation of Adaptive Recovery in Robotic Space Operations.,2019,Steve McGuire & P. Michael Furlong & Terry Fong & Christoffer Heckman & Daniel Szafir & Simon J. Julier & Nisar R. Ahmed,journals/ral/McGuireFFHSJA19,https://doi.org/10.1109/LRA.2019.2894381
3992,Planning for Dexterous Ungrasping: Secure Ungrasping Through Dexterous Manipulation.,2022,Chung Hee Kim & Ka Hei Mak & Jungwon Seo,journals/ral/KimMS22,https://doi.org/10.1109/LRA.2022.3142892
3993,Obstacle Avoidance With Dynamic Avoidance Risk Region for Mobile Robots in Dynamic Environments.,2022,Binghua Guo & Nan Guo & Zhisong Cen,journals/ral/GuoGC22,https://doi.org/10.1109/LRA.2022.3161710
3994,Through-Water Stereo SLAM With Refraction Correction for AUV Localization.,2019,Sudharshan Suresh & Eric Westman & Michael Kaess,journals/ral/SureshWK19,https://doi.org/10.1109/LRA.2019.2891486
3995,Grasp Planning With a Soft Reconfigurable Gripper Exploiting Embedded and Environmental Constraints.,2021,Enrico Turco & Valerio Bo & Maria Pozzi & Alessandro Rizzo & Domenico Prattichizzo,journals/ral/TurcoBPRP21,https://doi.org/10.1109/LRA.2021.3072855
3996,Predictive Locomotion Mode Recognition and Accurate Gait Phase Estimation for Hip Exoskeleton on Various Terrains.,2022,Yuepeng Qian & Yining Wang & Chuheng Chen & Jingfeng Xiong & Yuquan Leng & Haoyong Yu & Chenglong Fu 0001,journals/ral/QianWCXLYF22,https://doi.org/10.1109/LRA.2022.3173426
3997,A Unified Framework for Large-Scale Occupancy Mapping and Terrain Modeling Using RMM.,2022,Xu Liu & Decai Li & Yuqing He,journals/ral/LiuLH22,https://doi.org/10.1109/LRA.2022.3153699
3998,Self-Stabilizing Self-Assembly.,2022,Martin Jílek & Katerina Stránská & Michael Somr & Miroslav Kulich & Jan Zeman & Libor Preucil,journals/ral/JilekSSKZP22,https://doi.org/10.1109/LRA.2022.3191795
3999,Paired Recurrent Autoencoders for Bidirectional Translation Between Robot Actions and Linguistic Descriptions.,2018,Tatsuro Yamada & Hiroyuki Matsunaga & Tetsuya Ogata,journals/ral/YamadaMO18,https://doi.org/10.1109/LRA.2018.2852838
4000,Continuous-Time Vs. Discrete-Time Vision-Based SLAM: A Comparative Study.,2022,Giovanni Cioffi & Titus Cieslewski & Davide Scaramuzza 0001,journals/ral/CioffiCS22,https://doi.org/10.1109/LRA.2022.3143303
4001,Three-Dimensional Printable Origami Twisted Tower: Design; Fabrication; and Robot Embodiment.,2018,Tao Liu & Yanzhou Wang & Kiju Lee,journals/ral/LiuWL18,https://doi.org/10.1109/LRA.2017.2733626
4002,How Can Robot's Gaze Ratio and Body Direction Show an Awareness of Priority to the People With Whom it is Interacting?,2019,Honoka Arai & Mitsuhiko Kimoto & Takamasa Iio & Katsunori Shimohara & Reo Matsumura & Masahiro Shiomi,journals/ral/AraiKISMS19,https://doi.org/10.1109/LRA.2019.2929992
4003,Recurrent Convolutional Fusion for RGB-D Object Recognition.,2019,Mohammad Reza Loghmani & Mirco Planamente & Barbara Caputo & Markus Vincze,journals/ral/LoghmaniPCV19,https://doi.org/10.1109/LRA.2019.2921506
4004,Wildfire Fighting by Unmanned Aerial System Exploiting Its Time-Varying Mass.,2020,Diego A. Saikin & Tomás Báca & Martin Gurtner & Martin Saska,journals/ral/SaikinBGS20,https://doi.org/10.1109/LRA.2020.2972827
